symbol,signals,wins,losses,win_rate,net_pips,expectancy
Rational,86,29,57,33.72093023255814,-126514.28571428568,-1471.0963455149497
PembinaPipeline,95,22,73,23.157894736842106,-140814.2857142858,-1482.2556390977452
Pinterest,102,33,69,32.35294117647059,-151828.57142857148,-1488.5154061624655
Hologic,86,29,57,33.72093023255814,-129542.85714285691,-1506.3122923588014
H&RBlock,95,28,67,29.47368421052631,-145128.5714285716,-1527.6691729323327
Cognizant,86,27,59,31.3953488372093,-131514.2857142862,-1529.2358803986767
Sofina,96,30,66,31.25,-150780.00000000026,-1570.6250000000027
Cooper,81,27,54,33.33333333333333,-128228.57142857174,-1583.0687830687868
Swedbank,100,32,68,32.0,-158314.28571428315,-1583.1428571428314
LiveNation,100,34,66,34.0,-159357.14285714185,-1593.5714285714184
AtlasCopco,106,33,73,31.132075471698112,-172000.00000000052,-1622.6415094339673
Disney,82,29,53,35.36585365853659,-133114.28571428612,-1623.3449477351965
Cloudflare,86,27,59,31.3953488372093,-140342.8571428564,-1631.8936877076326
BIC,107,28,79,26.168224299065418,-175167.142857143,-1637.0761014686261
JackHenry,87,30,57,34.48275862068966,-142571.4285714286,-1638.7520525451564
BilfingerBerger,92,30,62,32.608695652173914,-153771.4285714279,-1671.4285714285643
Netflix_turbo,90,30,60,33.33333333333333,-152228.57142857145,-1691.4285714285716
Eiffage,103,29,74,28.155339805825243,-176337.1428571429,-1712.0110957004165
Accelerant Holding,61,15,46,24.59016393442623,-104685.71428571436,-1716.1592505854815
PureStorage,90,31,59,34.44444444444444,-154742.8571428568,-1719.3650793650756
Cintas,96,32,64,33.33333333333333,-168057.1428571425,-1750.5952380952342
Electrolux,92,27,65,29.347826086956523,-161057.1428571429,-1750.6211180124228
